name,id,hp,attack,defense,spAttack,spDefense,speed,bst,type1,type2,abilities,passive,evolution line,img
Vaporeon,134,130,65,60,110,95,65,525,Water,,"Water Absorb, Hydration",Regenerator,"Eevee, Partner Eevee, Gigantamax Eevee, Vaporeon, Jolteon, Flareon, Espeon, Umbreon, Leafeon, Glaceon, Sylveon",134
Jolteon,135,65,65,60,110,95,130,525,Electric,,"Volt Absorb, Quick Feet",Transistor,"Eevee, Partner Eevee, Gigantamax Eevee, Vaporeon, Jolteon, Flareon, Espeon, Umbreon, Leafeon, Glaceon, Sylveon",135
Flareon,136,65,130,60,95,110,65,525,Fire,,"Flash Fire, Guts",Fur Coat,"Eevee, Partner Eevee, Gigantamax Eevee, Vaporeon, Jolteon, Flareon, Espeon, Umbreon, Leafeon, Glaceon, Sylveon",136
Porygon,137,65,60,70,85,75,40,395,Normal,,"Trace, Download, Analytic",Transistor,"Porygon, Porygon2, Porygon-Z",137
Omanyte,138,35,40,100,90,55,35,355,Rock,Water,"Swift Swim, Shell Armor, Weak Armor",Sturdy,"Omanyte, Omastar",138
Omastar,139,70,60,125,115,70,55,495,Rock,Water,"Swift Swim, Shell Armor, Weak Armor",Sturdy,"Omanyte, Omastar",139
Kabuto,140,30,80,90,55,45,55,355,Rock,Water,"Swift Swim, Battle Armor, Weak Armor",Tough Claws,"Kabuto, Kabutops",140
Kabutops,141,60,115,105,65,70,80,495,Rock,Water,"Swift Swim, Battle Armor, Weak Armor",Tough Claws,"Kabuto, Kabutops",141
Aerodactyl,142,80,105,65,60,75,130,515,Rock,Flying,"Rock Head, Pressure, Unnerve",Intimidate,"Aerodactyl, Mega Aerodactyl",142
Mega Aerodactyl,142,80,135,85,70,95,150,615,Rock,Flying,Tough Claws,Rocky Payload,"Aerodactyl, Mega Aerodactyl",142-mega
Snorlax,143,160,110,65,65,110,30,540,Normal,,"Immunity, Thick Fat, Gluttony",Cheek Pouch,"Snorlax, Gigantamax Snorlax, Munchlax",143
Gigantamax Snorlax,143,210,130,65,85,120,30,640,Normal,,Harvest,Ripen,"Snorlax, Gigantamax Snorlax, Munchlax",143-gigantamax
Articuno,144,90,85,100,95,125,85,580,Ice,Flying,"Pressure, Snow Cloak",Snow Warning,Articuno,144
Zapdos,145,90,90,85,125,90,100,580,Electric,Flying,"Pressure, Static",Drizzle,Zapdos,145
Moltres,146,90,100,90,125,85,90,580,Fire,Flying,"Pressure, Flame Body",Drought,Moltres,146
Dratini,147,41,64,45,50,50,50,300,Dragon,,"Shed Skin, Marvel Scale",Multiscale,"Dratini, Dragonair, Dragonite",147
Dragonair,148,61,84,65,70,70,70,420,Dragon,,"Shed Skin, Marvel Scale",Multiscale,"Dratini, Dragonair, Dragonite",148
Dragonite,149,91,134,95,100,100,80,600,Dragon,Flying,"Inner Focus, Multiscale",Aerilate,"Dratini, Dragonair, Dragonite",149
Mewtwo,150,106,110,90,154,90,130,680,Psychic,,"Pressure, Unnerve",Neuroforce,"Mewtwo, Mega X Mewtwo, Mega Y Mewtwo",150
Mega X Mewtwo,150,106,190,100,154,100,130,780,Psychic,Fighting,Steadfast,Neuroforce,"Mewtwo, Mega X Mewtwo, Mega Y Mewtwo",150-mega-x
Mega Y Mewtwo,150,106,150,70,194,120,140,780,Psychic,,Insomnia,Neuroforce,"Mewtwo, Mega X Mewtwo, Mega Y Mewtwo",150-mega-y
Mew,151,100,100,100,100,100,100,600,Psychic,,Synchronize,Protean,Mew,151
Chikorita,152,45,49,65,49,65,45,318,Grass,,"Overgrow, Leaf Guard",Cute Charm,"Chikorita, Bayleef, Meganium",152
Bayleef,153,60,62,80,63,80,60,405,Grass,,"Overgrow, Leaf Guard",Thick Fat,"Chikorita, Bayleef, Meganium",153
Meganium,154,80,82,100,83,100,80,525,Grass,,"Overgrow, Leaf Guard",Thick Fat,"Chikorita, Bayleef, Meganium",154
Cyndaquil,155,39,52,43,60,50,65,309,Fire,,"Blaze, Flash Fire",White Smoke,"Cyndaquil, Quilava, Typhlosion, Hisui Typhlosion",155
Quilava,156,58,64,58,80,65,80,405,Fire,,"Blaze, Flash Fire",Drought,"Cyndaquil, Quilava, Typhlosion, Hisui Typhlosion",156
Typhlosion,157,78,84,78,109,85,100,534,Fire,,"Blaze, Flash Fire",Drought,"Cyndaquil, Quilava, Typhlosion, Hisui Typhlosion",157
Totodile,158,50,65,64,44,48,43,314,Water,,"Torrent, Sheer Force",Strong Jaw,"Totodile, Croconaw, Feraligatr",158
Croconaw,159,65,80,80,59,63,58,405,Water,,"Torrent, Sheer Force",Strong Jaw,"Totodile, Croconaw, Feraligatr",159
Feraligatr,160,85,105,100,79,83,78,530,Water,,"Torrent, Sheer Force",Strong Jaw,"Totodile, Croconaw, Feraligatr",160
Sentret,161,35,46,34,35,45,20,215,Normal,,"Run Away, Keen Eye, Frisk",Pickup,"Sentret, Furret",161
Furret,162,85,76,64,45,55,90,415,Normal,,"Run Away, Keen Eye, Frisk",Pickup,"Sentret, Furret",162
Hoothoot,163,60,30,30,36,56,50,262,Normal,Flying,"Insomnia, Keen Eye, Tinted Lens",Aerilate,"Hoothoot, Noctowl",163
Noctowl,164,100,50,50,86,96,70,452,Normal,Flying,"Insomnia, Keen Eye, Tinted Lens",Aerilate,"Hoothoot, Noctowl",164
Ledyba,165,40,20,30,40,80,55,265,Bug,Flying,"Swarm, Early Bird, Rattled",Prankster,"Ledyba, Ledian",165
Ledian,166,55,35,50,55,110,85,390,Bug,Flying,"Swarm, Early Bird, Iron Fist",Prankster,"Ledyba, Ledian",166
Spinarak,167,40,60,40,40,40,30,250,Bug,Poison,"Swarm, Insomnia, Sniper",Prankster,"Spinarak, Ariados",167
Ariados,168,70,90,70,60,70,40,400,Bug,Poison,"Swarm, Insomnia, Sniper",Prankster,"Spinarak, Ariados",168
Crobat,169,85,90,80,70,80,130,535,Poison,Flying,"Inner Focus, Infiltrator",Intimidate,"Zubat, Golbat, Crobat",169
Chinchou,170,75,38,38,56,56,67,330,Water,Electric,"Volt Absorb, Illuminate, Water Absorb",Regenerator,"Chinchou, Lanturn",170
Lanturn,171,125,58,58,76,76,67,460,Water,Electric,"Volt Absorb, Illuminate, Water Absorb",Regenerator,"Chinchou, Lanturn",171
Pichu,172,20,40,15,35,35,60,205,Electric,,"Static, Lightning Rod",Electric Surge,"Pikachu, Partner Pikachu, Cosplay Pikachu, Cool Cosplay Pikachu, Beauty Cosplay Pikachu, Cute Cosplay Pikachu, Smart Cosplay Pikachu, Tough Cosplay Pikachu, Gigantamax Pikachu, Raichu, Pichu, Spiky-Eared Pichu, Alola Raichu",172
Spiky-Eared Pichu,172,20,40,15,35,35,60,205,Electric,,"Static, Lightning Rod",Sturdy,"Pikachu, Partner Pikachu, Cosplay Pikachu, Cool Cosplay Pikachu, Beauty Cosplay Pikachu, Cute Cosplay Pikachu, Smart Cosplay Pikachu, Tough Cosplay Pikachu, Gigantamax Pikachu, Raichu, Pichu, Spiky-Eared Pichu, Alola Raichu",172-spiky
Cleffa,173,50,25,28,45,55,15,218,Fairy,,"Cute Charm, Magic Guard, Friend Guard",Prankster,"Clefairy, Clefable, Cleffa",173
Igglybuff,174,90,30,15,40,20,15,210,Normal,Fairy,"Cute Charm, Competitive, Friend Guard",Huge Power,"Jigglypuff, Wigglytuff, Igglybuff",174
Togepi,175,35,20,65,40,65,20,245,Fairy,,"Hustle, Serene Grace, Super Luck",Pixilate,"Togepi, Togetic, Togekiss",175
Togetic,176,55,40,85,80,105,40,405,Fairy,Flying,"Hustle, Serene Grace, Super Luck",Pixilate,"Togepi, Togetic, Togekiss",176
Natu,177,40,50,45,70,45,70,320,Psychic,Flying,"Synchronize, Early Bird, Magic Bounce",Tinted Lens,"Natu, Xatu",177
Xatu,178,65,75,70,95,70,95,470,Psychic,Flying,"Synchronize, Early Bird, Magic Bounce",Sheer Force,"Natu, Xatu",178
Mareep,179,55,40,40,65,45,35,280,Electric,,"Static, Plus",Electromorphosis,"Mareep, Flaaffy, Ampharos, Mega Ampharos",179
Flaaffy,180,70,55,55,80,60,45,365,Electric,,"Static, Plus",Electromorphosis,"Mareep, Flaaffy, Ampharos, Mega Ampharos",180
Ampharos,181,90,75,85,115,90,55,510,Electric,,"Static, Plus",Electromorphosis,"Mareep, Flaaffy, Ampharos, Mega Ampharos",181
Mega Ampharos,181,90,95,105,165,110,45,610,Electric,Dragon,Mold Breaker,Fluffy,"Mareep, Flaaffy, Ampharos, Mega Ampharos",181-mega
Bellossom,182,75,80,95,90,100,50,490,Grass,,"Chlorophyll, Healer",Triage,"Oddish, Gloom, Vileplume, Bellossom",182
Marill,183,70,20,50,20,50,40,250,Water,Fairy,"Thick Fat, Huge Power, Sap Sipper",Misty Surge,"Marill, Azumarill, Azurill",183
Azumarill,184,100,50,80,60,80,50,420,Water,Fairy,"Thick Fat, Huge Power, Sap Sipper",Misty Surge,"Marill, Azumarill, Azurill",184
Sudowoodo,185,70,100,115,30,65,30,410,Rock,,"Sturdy, Rock Head, Rattled",Sap Sipper,"Sudowoodo, Bonsly",185
Politoed,186,90,75,75,90,100,70,500,Water,,"Water Absorb, Damp, Drizzle",No Guard,"Poliwag, Poliwhirl, Poliwrath, Politoed",186
Hoppip,187,35,35,40,35,55,50,250,Grass,Flying,"Chlorophyll, Leaf Guard, Infiltrator",Wind Rider,"Hoppip, Skiploom, Jumpluff",187
Skiploom,188,55,45,50,45,65,80,340,Grass,Flying,"Chlorophyll, Leaf Guard, Infiltrator",Wind Rider,"Hoppip, Skiploom, Jumpluff",188
Jumpluff,189,75,55,70,55,95,110,460,Grass,Flying,"Chlorophyll, Leaf Guard, Infiltrator",Fluffy,"Hoppip, Skiploom, Jumpluff",189
Aipom,190,55,70,55,40,55,85,360,Normal,,"Run Away, Pickup, Skill Link",Scrappy,"Aipom, Ambipom",190
Sunkern,191,30,30,30,30,30,30,180,Grass,,"Chlorophyll, Solar Power, Early Bird",Drought,"Sunkern, Sunflora",191
Sunflora,192,75,75,55,105,85,30,425,Grass,,"Chlorophyll, Solar Power, Early Bird",Drought,"Sunkern, Sunflora",192
Yanma,193,65,65,45,75,45,95,390,Bug,Flying,"Speed Boost, Compound Eyes, Frisk",Technician,"Yanma, Yanmega",193
Wooper,194,55,45,45,25,25,15,210,Water,Ground,"Damp, Water Absorb, Unaware",Water Veil,"Wooper, Quagsire",194
Quagsire,195,95,85,85,65,65,35,430,Water,Ground,"Damp, Water Absorb, Unaware",Comatose,"Wooper, Quagsire",195
Espeon,196,65,65,60,130,95,110,525,Psychic,,"Synchronize, Magic Bounce",Magician,"Eevee, Partner Eevee, Gigantamax Eevee, Vaporeon, Jolteon, Flareon, Espeon, Umbreon, Leafeon, Glaceon, Sylveon",196
Umbreon,197,95,65,110,60,130,65,525,Dark,,"Synchronize, Inner Focus",Toxic Chain,"Eevee, Partner Eevee, Gigantamax Eevee, Vaporeon, Jolteon, Flareon, Espeon, Umbreon, Leafeon, Glaceon, Sylveon",197
Murkrow,198,60,85,42,85,42,91,405,Dark,Flying,"Insomnia, Super Luck, Prankster",Unnerve,"Murkrow, Honchkrow",198
Slowking,199,95,75,80,100,110,30,490,Water,Psychic,"Oblivious, Own Tempo, Regenerator",Unaware,"Slowpoke, Slowbro, Mega Slowbro, Slowking",199
Misdreavus,200,60,60,60,85,85,85,435,Ghost,,Levitate,Beads Of Ruin,"Misdreavus, Mismagius",200
A Unown,201,48,72,48,72,48,48,336,Psychic,,Levitate,Adaptability,"A Unown, B Unown, C Unown, D Unown, E Unown, F Unown, G Unown, H Unown, I Unown, J Unown, K Unown, L Unown, M Unown, N Unown, O Unown, P Unown, Q Unown, R Unown, S Unown, T Unown, U Unown, V Unown, W Unown, X Unown, Y Unown, Z Unown, Exclamation Unown, Question Unown",201-a
B Unown,201,48,72,48,72,48,48,336,Psychic,,Levitate,Beast Boost,"A Unown, B Unown, C Unown, D Unown, E Unown, F Unown, G Unown, H Unown, I Unown, J Unown, K Unown, L Unown, M Unown, N Unown, O Unown, P Unown, Q Unown, R Unown, S Unown, T Unown, U Unown, V Unown, W Unown, X Unown, Y Unown, Z Unown, Exclamation Unown, Question Unown",201-b
C Unown,201,48,72,48,72,48,48,336,Psychic,,Levitate,Contrary,"A Unown, B Unown, C Unown, D Unown, E Unown, F Unown, G Unown, H Unown, I Unown, J Unown, K Unown, L Unown, M Unown, N Unown, O Unown, P Unown, Q Unown, R Unown, S Unown, T Unown, U Unown, V Unown, W Unown, X Unown, Y Unown, Z Unown, Exclamation Unown, Question Unown",201-c
D Unown,201,48,72,48,72,48,48,336,Psychic,,Levitate,Dazzling,"A Unown, B Unown, C Unown, D Unown, E Unown, F Unown, G Unown, H Unown, I Unown, J Unown, K Unown, L Unown, M Unown, N Unown, O Unown, P Unown, Q Unown, R Unown, S Unown, T Unown, U Unown, V Unown, W Unown, X Unown, Y Unown, Z Unown, Exclamation Unown, Question Unown",201-d
E Unown,201,48,72,48,72,48,48,336,Psychic,,Levitate,Emergency Exit,"A Unown, B Unown, C Unown, D Unown, E Unown, F Unown, G Unown, H Unown, I Unown, J Unown, K Unown, L Unown, M Unown, N Unown, O Unown, P Unown, Q Unown, R Unown, S Unown, T Unown, U Unown, V Unown, W Unown, X Unown, Y Unown, Z Unown, Exclamation Unown, Question Unown",201-e
F Unown,201,48,72,48,72,48,48,336,Psychic,,Levitate,Friend Guard,"A Unown, B Unown, C Unown, D Unown, E Unown, F Unown, G Unown, H Unown, I Unown, J Unown, K Unown, L Unown, M Unown, N Unown, O Unown, P Unown, Q Unown, R Unown, S Unown, T Unown, U Unown, V Unown, W Unown, X Unown, Y Unown, Z Unown, Exclamation Unown, Question Unown",201-f
G Unown,201,48,72,48,72,48,48,336,Psychic,,Levitate,Good As Gold,"A Unown, B Unown, C Unown, D Unown, E Unown, F Unown, G Unown, H Unown, I Unown, J Unown, K Unown, L Unown, M Unown, N Unown, O Unown, P Unown, Q Unown, R Unown, S Unown, T Unown, U Unown, V Unown, W Unown, X Unown, Y Unown, Z Unown, Exclamation Unown, Question Unown",201-g
H Unown,201,48,72,48,72,48,48,336,Psychic,,Levitate,Honey Gather,"A Unown, B Unown, C Unown, D Unown, E Unown, F Unown, G Unown, H Unown, I Unown, J Unown, K Unown, L Unown, M Unown, N Unown, O Unown, P Unown, Q Unown, R Unown, S Unown, T Unown, U Unown, V Unown, W Unown, X Unown, Y Unown, Z Unown, Exclamation Unown, Question Unown",201-h
I Unown,201,48,72,48,72,48,48,336,Psychic,,Levitate,Imposter,"A Unown, B Unown, C Unown, D Unown, E Unown, F Unown, G Unown, H Unown, I Unown, J Unown, K Unown, L Unown, M Unown, N Unown, O Unown, P Unown, Q Unown, R Unown, S Unown, T Unown, U Unown, V Unown, W Unown, X Unown, Y Unown, Z Unown, Exclamation Unown, Question Unown",201-i
J Unown,201,48,72,48,72,48,48,336,Psychic,,Levitate,Justified,"A Unown, B Unown, C Unown, D Unown, E Unown, F Unown, G Unown, H Unown, I Unown, J Unown, K Unown, L Unown, M Unown, N Unown, O Unown, P Unown, Q Unown, R Unown, S Unown, T Unown, U Unown, V Unown, W Unown, X Unown, Y Unown, Z Unown, Exclamation Unown, Question Unown",201-j
K Unown,201,48,72,48,72,48,48,336,Psychic,,Levitate,Klutz,"A Unown, B Unown, C Unown, D Unown, E Unown, F Unown, G Unown, H Unown, I Unown, J Unown, K Unown, L Unown, M Unown, N Unown, O Unown, P Unown, Q Unown, R Unown, S Unown, T Unown, U Unown, V Unown, W Unown, X Unown, Y Unown, Z Unown, Exclamation Unown, Question Unown",201-k
L Unown,201,48,72,48,72,48,48,336,Psychic,,Levitate,Libero,"A Unown, B Unown, C Unown, D Unown, E Unown, F Unown, G Unown, H Unown, I Unown, J Unown, K Unown, L Unown, M Unown, N Unown, O Unown, P Unown, Q Unown, R Unown, S Unown, T Unown, U Unown, V Unown, W Unown, X Unown, Y Unown, Z Unown, Exclamation Unown, Question Unown",201-l
M Unown,201,48,72,48,72,48,48,336,Psychic,,Levitate,Moody,"A Unown, B Unown, C Unown, D Unown, E Unown, F Unown, G Unown, H Unown, I Unown, J Unown, K Unown, L Unown, M Unown, N Unown, O Unown, P Unown, Q Unown, R Unown, S Unown, T Unown, U Unown, V Unown, W Unown, X Unown, Y Unown, Z Unown, Exclamation Unown, Question Unown",201-m
N Unown,201,48,72,48,72,48,48,336,Psychic,,Levitate,Neutralizing Gas,"A Unown, B Unown, C Unown, D Unown, E Unown, F Unown, G Unown, H Unown, I Unown, J Unown, K Unown, L Unown, M Unown, N Unown, O Unown, P Unown, Q Unown, R Unown, S Unown, T Unown, U Unown, V Unown, W Unown, X Unown, Y Unown, Z Unown, Exclamation Unown, Question Unown",201-n
O Unown,201,48,72,48,72,48,48,336,Psychic,,Levitate,Opportunist,"A Unown, B Unown, C Unown, D Unown, E Unown, F Unown, G Unown, H Unown, I Unown, J Unown, K Unown, L Unown, M Unown, N Unown, O Unown, P Unown, Q Unown, R Unown, S Unown, T Unown, U Unown, V Unown, W Unown, X Unown, Y Unown, Z Unown, Exclamation Unown, Question Unown",201-o
P Unown,201,48,72,48,72,48,48,336,Psychic,,Levitate,Pickup,"A Unown, B Unown, C Unown, D Unown, E Unown, F Unown, G Unown, H Unown, I Unown, J Unown, K Unown, L Unown, M Unown, N Unown, O Unown, P Unown, Q Unown, R Unown, S Unown, T Unown, U Unown, V Unown, W Unown, X Unown, Y Unown, Z Unown, Exclamation Unown, Question Unown",201-p
Q Unown,201,48,72,48,72,48,48,336,Psychic,,Levitate,Quick Draw,"A Unown, B Unown, C Unown, D Unown, E Unown, F Unown, G Unown, H Unown, I Unown, J Unown, K Unown, L Unown, M Unown, N Unown, O Unown, P Unown, Q Unown, R Unown, S Unown, T Unown, U Unown, V Unown, W Unown, X Unown, Y Unown, Z Unown, Exclamation Unown, Question Unown",201-q
R Unown,201,48,72,48,72,48,48,336,Psychic,,Levitate,Run Away,"A Unown, B Unown, C Unown, D Unown, E Unown, F Unown, G Unown, H Unown, I Unown, J Unown, K Unown, L Unown, M Unown, N Unown, O Unown, P Unown, Q Unown, R Unown, S Unown, T Unown, U Unown, V Unown, W Unown, X Unown, Y Unown, Z Unown, Exclamation Unown, Question Unown",201-r
S Unown,201,48,72,48,72,48,48,336,Psychic,,Levitate,Simple,"A Unown, B Unown, C Unown, D Unown, E Unown, F Unown, G Unown, H Unown, I Unown, J Unown, K Unown, L Unown, M Unown, N Unown, O Unown, P Unown, Q Unown, R Unown, S Unown, T Unown, U Unown, V Unown, W Unown, X Unown, Y Unown, Z Unown, Exclamation Unown, Question Unown",201-s
T Unown,201,48,72,48,72,48,48,336,Psychic,,Levitate,Trace,"A Unown, B Unown, C Unown, D Unown, E Unown, F Unown, G Unown, H Unown, I Unown, J Unown, K Unown, L Unown, M Unown, N Unown, O Unown, P Unown, Q Unown, R Unown, S Unown, T Unown, U Unown, V Unown, W Unown, X Unown, Y Unown, Z Unown, Exclamation Unown, Question Unown",201-t
U Unown,201,48,72,48,72,48,48,336,Psychic,,Levitate,Unnerve,"A Unown, B Unown, C Unown, D Unown, E Unown, F Unown, G Unown, H Unown, I Unown, J Unown, K Unown, L Unown, M Unown, N Unown, O Unown, P Unown, Q Unown, R Unown, S Unown, T Unown, U Unown, V Unown, W Unown, X Unown, Y Unown, Z Unown, Exclamation Unown, Question Unown",201-u
V Unown,201,48,72,48,72,48,48,336,Psychic,,Levitate,Victory Star,"A Unown, B Unown, C Unown, D Unown, E Unown, F Unown, G Unown, H Unown, I Unown, J Unown, K Unown, L Unown, M Unown, N Unown, O Unown, P Unown, Q Unown, R Unown, S Unown, T Unown, U Unown, V Unown, W Unown, X Unown, Y Unown, Z Unown, Exclamation Unown, Question Unown",201-v
W Unown,201,48,72,48,72,48,48,336,Psychic,,Levitate,Wandering Spirit,"A Unown, B Unown, C Unown, D Unown, E Unown, F Unown, G Unown, H Unown, I Unown, J Unown, K Unown, L Unown, M Unown, N Unown, O Unown, P Unown, Q Unown, R Unown, S Unown, T Unown, U Unown, V Unown, W Unown, X Unown, Y Unown, Z Unown, Exclamation Unown, Question Unown",201-w
X Unown,201,48,72,48,72,48,48,336,Psychic,,Levitate,Fairy Aura,"A Unown, B Unown, C Unown, D Unown, E Unown, F Unown, G Unown, H Unown, I Unown, J Unown, K Unown, L Unown, M Unown, N Unown, O Unown, P Unown, Q Unown, R Unown, S Unown, T Unown, U Unown, V Unown, W Unown, X Unown, Y Unown, Z Unown, Exclamation Unown, Question Unown",201-x
Y Unown,201,48,72,48,72,48,48,336,Psychic,,Levitate,Dark Aura,"A Unown, B Unown, C Unown, D Unown, E Unown, F Unown, G Unown, H Unown, I Unown, J Unown, K Unown, L Unown, M Unown, N Unown, O Unown, P Unown, Q Unown, R Unown, S Unown, T Unown, U Unown, V Unown, W Unown, X Unown, Y Unown, Z Unown, Exclamation Unown, Question Unown",201-y
Z Unown,201,48,72,48,72,48,48,336,Psychic,,Levitate,Aura Break,"A Unown, B Unown, C Unown, D Unown, E Unown, F Unown, G Unown, H Unown, I Unown, J Unown, K Unown, L Unown, M Unown, N Unown, O Unown, P Unown, Q Unown, R Unown, S Unown, T Unown, U Unown, V Unown, W Unown, X Unown, Y Unown, Z Unown, Exclamation Unown, Question Unown",201-z
Exclamation Unown,201,48,72,48,72,48,48,336,Psychic,,Levitate,Pure Power,"A Unown, B Unown, C Unown, D Unown, E Unown, F Unown, G Unown, H Unown, I Unown, J Unown, K Unown, L Unown, M Unown, N Unown, O Unown, P Unown, Q Unown, R Unown, S Unown, T Unown, U Unown, V Unown, W Unown, X Unown, Y Unown, Z Unown, Exclamation Unown, Question Unown",201-exclamation
Question Unown,201,48,72,48,72,48,48,336,Psychic,,Levitate,Unaware,"A Unown, B Unown, C Unown, D Unown, E Unown, F Unown, G Unown, H Unown, I Unown, J Unown, K Unown, L Unown, M Unown, N Unown, O Unown, P Unown, Q Unown, R Unown, S Unown, T Unown, U Unown, V Unown, W Unown, X Unown, Y Unown, Z Unown, Exclamation Unown, Question Unown",201-question
Wobbuffet,202,190,33,58,33,58,33,405,Psychic,,"Shadow Tag, Telepathy",Sturdy,"Wobbuffet, Wynaut",202
Girafarig,203,70,80,65,90,65,85,455,Normal,Psychic,"Inner Focus, Early Bird, Sap Sipper",Parental Bond,"Girafarig, Farigiraf",203
Pineco,204,50,65,90,35,35,15,290,Bug,,"Sturdy, Overcoat",Rough Skin,"Pineco, Forretress",204
Forretress,205,75,90,140,60,60,40,465,Bug,Steel,"Sturdy, Overcoat",Iron Barbs,"Pineco, Forretress",205
Dunsparce,206,100,70,70,65,65,45,415,Normal,,"Serene Grace, Run Away, Rattled",Unaware,"Dunsparce, Two-Segment Dudunsparce, Three-Segment Dudunsparce",206
Gligar,207,65,75,105,35,65,85,430,Ground,Flying,"Hyper Cutter, Sand Veil, Immunity",Poison Touch,"Gligar, Gliscor",207
Steelix,208,75,85,200,55,65,30,510,Steel,Ground,"Rock Head, Sturdy, Sheer Force",Rocky Payload,"Onix, Steelix, Mega Steelix",208
Mega Steelix,208,75,125,230,55,95,30,610,Steel,Ground,Sand Force,Sand Spit,"Onix, Steelix, Mega Steelix",208-mega
Snubbull,209,60,80,50,40,40,30,300,Fairy,,"Intimidate, Run Away, Rattled",Pixilate,"Snubbull, Granbull",209
Granbull,210,90,120,75,60,60,45,450,Fairy,,"Intimidate, Quick Feet, Rattled",Pixilate,"Snubbull, Granbull",210
Qwilfish,211,65,95,85,55,55,85,440,Water,Poison,"Poison Point, Swift Swim, Intimidate",Toxic Debris,Qwilfish,211
Scizor,212,70,130,100,55,80,65,500,Bug,Steel,"Swarm, Technician, Light Metal",Tough Claws,"Scyther, Scizor, Mega Scizor, Kleavor",212
Mega Scizor,212,70,150,140,65,100,75,600,Bug,Steel,Technician,Tough Claws,"Scyther, Scizor, Mega Scizor, Kleavor",212-mega
Shuckle,213,20,10,230,10,230,5,505,Bug,Rock,"Sturdy, Gluttony, Contrary",Harvest,Shuckle,213
Heracross,214,80,125,75,40,95,85,500,Bug,Fighting,"Swarm, Guts, Moxie",Technician,"Heracross, Mega Heracross",214
Mega Heracross,214,80,185,115,40,105,75,600,Bug,Fighting,Skill Link,Technician,"Heracross, Mega Heracross",214-mega
Sneasel,215,55,95,55,35,75,115,430,Dark,Ice,"Inner Focus, Keen Eye, Pickpocket",Tough Claws,"Sneasel, Weavile",215
Teddiursa,216,60,80,50,50,50,40,330,Normal,,"Pickup, Quick Feet, Honey Gather",Run Away,"Teddiursa, Ursaring, Ursaluna",216
Ursaring,217,90,130,75,75,75,55,500,Normal,,"Guts, Quick Feet, Unnerve",Thick Fat,"Teddiursa, Ursaring, Ursaluna",217
Slugma,218,40,40,40,70,40,20,250,Fire,,"Magma Armor, Flame Body, Weak Armor",Drought,"Slugma, Magcargo",218
Magcargo,219,60,50,120,90,80,30,430,Fire,Rock,"Magma Armor, Flame Body, Weak Armor",Desolate Land,"Slugma, Magcargo",219
Swinub,220,50,50,40,30,30,50,250,Ice,Ground,"Oblivious, Snow Cloak, Thick Fat",Unaware,"Swinub, Piloswine, Mamoswine",220
Piloswine,221,100,100,80,60,60,50,450,Ice,Ground,"Oblivious, Snow Cloak, Thick Fat",Unaware,"Swinub, Piloswine, Mamoswine",221
Corsola,222,65,55,95,65,95,35,410,Water,Rock,"Hustle, Natural Cure, Regenerator",Storm Drain,Corsola,222
Remoraid,223,35,65,35,65,35,65,300,Water,,"Hustle, Sniper, Moody",Simple,"Remoraid, Octillery",223
Octillery,224,75,105,75,105,75,45,480,Water,,"Suction Cups, Sniper, Moody",Simple,"Remoraid, Octillery",224
Delibird,225,45,55,45,65,45,75,330,Ice,Flying,"Vital Spirit, Hustle, Insomnia",Huge Power,Delibird,225
Mantine,226,85,40,70,80,140,70,485,Water,Flying,"Swift Swim, Water Absorb, Water Veil",Unaware,"Mantine, Mantyke",226
Skarmory,227,65,80,140,40,70,70,465,Steel,Flying,"Keen Eye, Sturdy, Weak Armor",Tough Claws,Skarmory,227
Houndour,228,45,60,30,80,50,65,330,Dark,Fire,"Early Bird, Flash Fire, Unnerve",Ball Fetch,"Houndour, Houndoom, Mega Houndoom",228
